id,type,source,unit,date,value1,value2,value3
20211,PM2.5,Stateair.mn,µg/m3,2018-07-17 01:00:00,-999.0,-999.0,-999.0
20212,PM2.5,Stateair.mn,µg/m3,2018-07-17 03:00:00,,-999.0,-999.0
20213,PM2.5,Stateair.mn,µg/m3,2018-07-17 04:00:00,-999.0,,-999.0
20214,PM2.5,Stateair.mn,µg/m3,2018-07-17 05:00:00,-999.0,-999.0,
20215,PM2.5,Stateair.mn,µg/m3,2018-07-17 06:00:00,-999.0,-999.0,-999.0
20216,PM2.5,Stateair.mn,µg/m3,2018-07-17 07:00:00,-999.0,-999.0,-999.0
20217,PM2.5,Stateair.mn,µg/m3,2018-07-17 08:00:00,-999.0,-999.0,-999.0
20218,PM2.5,Stateair.mn,µg/m3,2018-07-17 09:00:00,-999.0,-999.0,-999.0
20219,PM2.5,Stateair.mn,µg/m3,2018-07-17 13:00:00,,,
20220,PM2.5,Stateair.mn,µg/m3,2018-07-17 14:00:00,-999.0,,
20221,PM2.5,Stateair.mn,µg/m3,2018-07-17 15:00:00,-999.0,-999.0,
20222,PM2.5,Stateair.mn,µg/m3,2018-07-17 16:00:00,-999.0,-999.0,-999.0
20223,PM2.5,Stateair.mn,µg/m3,2018-07-17 17:00:00,-999.0,-999.0,-999.0
20224,PM2.5,Stateair.mn,µg/m3,2018-07-17 18:00:00,-999.0,-999.0,-999.0
20225,PM2.5,Stateair.mn,µg/m3,2018-07-17 19:00:00,-999.0,-999.0,-999.0
20226,PM2.5,Stateair.mn,µg/m3,2018-07-17 20:00:00,-999.0,-999.0,-999.0
20227,PM2.5,Stateair.mn,µg/m3,2018-07-17 22:00:00,,-999.0,-999.0
20228,PM2.5,Stateair.mn,µg/m3,2018-07-17 23:00:00,-999.0,,-999.0
20229,PM2.5,Stateair.mn,µg/m3,2018-07-18 00:00:00,-999.0,-999.0,
20230,PM2.5,Stateair.mn,µg/m3,2018-07-18 01:00:00,-999.0,-999.0,-999.0
20231,PM2.5,Stateair.mn,µg/m3,2018-07-18 02:00:00,-999.0,-999.0,-999.0
20232,PM2.5,Stateair.mn,µg/m3,2018-07-18 03:00:00,-999.0,-999.0,-999.0
20233,PM2.5,Stateair.mn,µg/m3,2018-07-18 04:00:00,-999.0,-999.0,-999.0
20234,PM2.5,Stateair.mn,µg/m3,2018-07-18 05:00:00,-999.0,-999.0,-999.0
20235,PM2.5,Stateair.mn,µg/m3,2018-07-18 06:00:00,-999.0,-999.0,-999.0
20236,PM2.5,Stateair.mn,µg/m3,2018-07-18 07:00:00,-999.0,-999.0,-999.0
20237,PM2.5,Stateair.mn,µg/m3,2018-07-18 08:00:00,-999.0,-999.0,-999.0
20238,PM2.5,Stateair.mn,µg/m3,2018-07-18 09:00:00,-999.0,-999.0,-999.0
20239,PM2.5,Stateair.mn,µg/m3,2018-07-18 10:00:00,-999.0,-999.0,-999.0
20240,PM2.5,Stateair.mn,µg/m3,2018-07-18 11:00:00,-999.0,-999.0,-999.0
20241,PM2.5,Stateair.mn,µg/m3,2018-07-18 12:00:00,-999.0,-999.0,-999.0
20242,PM2.5,Stateair.mn,µg/m3,2018-07-18 13:00:00,-999.0,-999.0,-999.0
20243,PM2.5,Stateair.mn,µg/m3,2018-07-18 14:00:00,-999.0,-999.0,-999.0
20244,PM2.5,Stateair.mn,µg/m3,2018-07-18 15:00:00,-999.0,-999.0,-999.0
20245,PM2.5,Stateair.mn,µg/m3,2018-07-18 16:00:00,-999.0,-999.0,-999.0
20246,PM2.5,Stateair.mn,µg/m3,2018-07-18 17:00:00,-999.0,-999.0,-999.0
20247,PM2.5,Stateair.mn,µg/m3,2018-07-18 18:00:00,-999.0,-999.0,-999.0
20248,PM2.5,Stateair.mn,µg/m3,2018-07-18 19:00:00,-999.0,-999.0,-999.0
20249,PM2.5,Stateair.mn,µg/m3,2018-07-18 20:00:00,-999.0,-999.0,-999.0
20250,PM2.5,Stateair.mn,µg/m3,2018-07-18 21:00:00,-999.0,-999.0,-999.0
20251,PM2.5,Stateair.mn,µg/m3,2018-07-18 22:00:00,-999.0,-999.0,-999.0
20252,PM2.5,Stateair.mn,µg/m3,2018-07-18 23:00:00,-999.0,-999.0,-999.0
20253,PM2.5,Stateair.mn,µg/m3,2018-07-19 01:00:00,,-999.0,-999.0
20254,PM2.5,Stateair.mn,µg/m3,2018-07-19 02:00:00,-999.0,,-999.0
20255,PM2.5,Stateair.mn,µg/m3,2018-07-19 03:00:00,-999.0,-999.0,
20256,PM2.5,Stateair.mn,µg/m3,2018-07-19 04:00:00,-999.0,-999.0,-999.0
20257,PM2.5,Stateair.mn,µg/m3,2018-07-19 05:00:00,-999.0,-999.0,-999.0
20258,PM2.5,Stateair.mn,µg/m3,2018-07-19 06:00:00,-999.0,-999.0,-999.0
20259,PM2.5,Stateair.mn,µg/m3,2018-07-19 07:00:00,-999.0,-999.0,-999.0
20260,PM2.5,Stateair.mn,µg/m3,2018-07-19 08:00:00,-999.0,-999.0,-999.0
20261,PM2.5,Stateair.mn,µg/m3,2018-07-19 09:00:00,-999.0,-999.0,-999.0
20262,PM2.5,Stateair.mn,µg/m3,2018-07-19 10:00:00,-999.0,-999.0,-999.0
20263,PM2.5,Stateair.mn,µg/m3,2018-07-19 11:00:00,-999.0,-999.0,-999.0
20264,PM2.5,Stateair.mn,µg/m3,2018-07-19 12:00:00,-999.0,-999.0,-999.0
20265,PM2.5,Stateair.mn,µg/m3,2018-07-19 13:00:00,-999.0,-999.0,-999.0
20266,PM2.5,Stateair.mn,µg/m3,2018-07-19 14:00:00,-999.0,-999.0,-999.0
20267,PM2.5,Stateair.mn,µg/m3,2018-07-19 15:00:00,-999.0,-999.0,-999.0
20268,PM2.5,Stateair.mn,µg/m3,2018-07-19 16:00:00,-999.0,-999.0,-999.0
20269,PM2.5,Stateair.mn,µg/m3,2018-07-19 17:00:00,-999.0,-999.0,-999.0
20270,PM2.5,Stateair.mn,µg/m3,2018-07-19 18:00:00,-999.0,-999.0,-999.0
20271,PM2.5,Stateair.mn,µg/m3,2018-07-19 19:00:00,-999.0,-999.0,-999.0
20272,PM2.5,Stateair.mn,µg/m3,2018-07-19 20:00:00,-999.0,-999.0,-999.0
20273,PM2.5,Stateair.mn,µg/m3,2018-07-19 21:00:00,-999.0,-999.0,-999.0
20274,PM2.5,Stateair.mn,µg/m3,2018-07-19 22:00:00,-999.0,-999.0,-999.0
20275,PM2.5,Stateair.mn,µg/m3,2018-07-19 23:00:00,-999.0,-999.0,-999.0
20276,PM2.5,Stateair.mn,µg/m3,2018-07-20 00:00:00,-999.0,-999.0,-999.0
20277,PM2.5,Stateair.mn,µg/m3,2018-07-20 01:00:00,-999.0,-999.0,-999.0
20278,PM2.5,Stateair.mn,µg/m3,2018-07-20 02:00:00,-999.0,-999.0,-999.0
20279,PM2.5,Stateair.mn,µg/m3,2018-07-20 03:00:00,-999.0,-999.0,-999.0
20280,PM2.5,Stateair.mn,µg/m3,2018-07-20 04:00:00,-999.0,-999.0,-999.0
20281,PM2.5,Stateair.mn,µg/m3,2018-07-20 05:00:00,-999.0,-999.0,-999.0
20282,PM2.5,Stateair.mn,µg/m3,2018-07-20 06:00:00,-999.0,-999.0,-999.0
20283,PM2.5,Stateair.mn,µg/m3,2018-07-20 07:00:00,-999.0,-999.0,-999.0
20284,PM2.5,Stateair.mn,µg/m3,2018-07-20 08:00:00,-999.0,-999.0,-999.0
20285,PM2.5,Stateair.mn,µg/m3,2018-07-20 09:00:00,-999.0,-999.0,-999.0
20286,PM2.5,Stateair.mn,µg/m3,2018-07-20 10:00:00,-999.0,-999.0,-999.0
20287,PM2.5,Stateair.mn,µg/m3,2018-07-20 11:00:00,-999.0,-999.0,-999.0
20288,PM2.5,Stateair.mn,µg/m3,2018-07-20 12:00:00,-999.0,-999.0,-999.0
20289,PM2.5,Stateair.mn,µg/m3,2018-07-20 13:00:00,-999.0,-999.0,-999.0
20290,PM2.5,Stateair.mn,µg/m3,2018-07-20 15:00:00,,-999.0,-999.0
20291,PM2.5,Stateair.mn,µg/m3,2018-07-20 16:00:00,6.0,,-999.0
20292,PM2.5,Stateair.mn,µg/m3,2018-07-20 17:00:00,8.0,6.0,
20293,PM2.5,Stateair.mn,µg/m3,2018-07-20 18:00:00,6.0,8.0,6.0
20294,PM2.5,Stateair.mn,µg/m3,2018-07-20 19:00:00,5.0,6.0,8.0
20295,PM2.5,Stateair.mn,µg/m3,2018-07-20 20:00:00,6.0,5.0,6.0
20296,PM2.5,Stateair.mn,µg/m3,2018-07-20 21:00:00,8.0,6.0,5.0
20297,PM2.5,Stateair.mn,µg/m3,2018-07-20 22:00:00,7.0,8.0,6.0
20298,PM2.5,Stateair.mn,µg/m3,2018-07-20 23:00:00,6.0,7.0,8.0
20299,PM2.5,Stateair.mn,µg/m3,2018-07-21 00:00:00,11.0,6.0,7.0
20300,PM2.5,Stateair.mn,µg/m3,2018-07-21 01:00:00,7.0,11.0,6.0
20301,PM2.5,Stateair.mn,µg/m3,2018-07-21 02:00:00,3.0,7.0,11.0
20302,PM2.5,Stateair.mn,µg/m3,2018-07-21 03:00:00,0.0,3.0,7.0
20303,PM2.5,Stateair.mn,µg/m3,2018-07-21 04:00:00,2.0,0.0,3.0
20304,PM2.5,Stateair.mn,µg/m3,2018-07-21 05:00:00,3.0,2.0,0.0
20305,PM2.5,Stateair.mn,µg/m3,2018-07-21 06:00:00,3.0,3.0,2.0
20306,PM2.5,Stateair.mn,µg/m3,2018-07-21 07:00:00,5.0,3.0,3.0
20307,PM2.5,Stateair.mn,µg/m3,2018-07-21 08:00:00,4.0,5.0,3.0
20308,PM2.5,Stateair.mn,µg/m3,2018-07-21 09:00:00,15.0,4.0,5.0
20309,PM2.5,Stateair.mn,µg/m3,2018-07-21 10:00:00,18.0,15.0,4.0
20310,PM2.5,Stateair.mn,µg/m3,2018-07-21 11:00:00,13.0,18.0,15.0
20311,PM2.5,Stateair.mn,µg/m3,2018-07-21 12:00:00,12.0,13.0,18.0
20312,PM2.5,Stateair.mn,µg/m3,2018-07-21 13:00:00,9.0,12.0,13.0
20313,PM2.5,Stateair.mn,µg/m3,2018-07-21 14:00:00,12.0,9.0,12.0
20314,PM2.5,Stateair.mn,µg/m3,2018-07-21 15:00:00,6.0,12.0,9.0
20315,PM2.5,Stateair.mn,µg/m3,2018-07-21 16:00:00,2.0,6.0,12.0
20316,PM2.5,Stateair.mn,µg/m3,2018-07-21 17:00:00,5.0,2.0,6.0
20317,PM2.5,Stateair.mn,µg/m3,2018-07-21 18:00:00,5.0,5.0,2.0
20318,PM2.5,Stateair.mn,µg/m3,2018-07-21 19:00:00,3.0,5.0,5.0
20319,PM2.5,Stateair.mn,µg/m3,2018-07-21 20:00:00,5.0,3.0,5.0
20320,PM2.5,Stateair.mn,µg/m3,2018-07-21 21:00:00,4.0,5.0,3.0
20321,PM2.5,Stateair.mn,µg/m3,2018-07-21 22:00:00,1.0,4.0,5.0
20322,PM2.5,Stateair.mn,µg/m3,2018-07-21 23:00:00,4.0,1.0,4.0
20323,PM2.5,Stateair.mn,µg/m3,2018-07-22 00:00:00,14.0,4.0,1.0
20324,PM2.5,Stateair.mn,µg/m3,2018-07-22 01:00:00,35.0,14.0,4.0
20325,PM2.5,Stateair.mn,µg/m3,2018-07-22 02:00:00,12.0,35.0,14.0
20326,PM2.5,Stateair.mn,µg/m3,2018-07-22 03:00:00,9.0,12.0,35.0
20327,PM2.5,Stateair.mn,µg/m3,2018-07-22 05:00:00,,9.0,9.0
20328,PM2.5,Stateair.mn,µg/m3,2018-07-22 06:00:00,10.0,,9.0
20329,PM2.5,Stateair.mn,µg/m3,2018-07-22 07:00:00,15.0,10.0,
20330,PM2.5,Stateair.mn,µg/m3,2018-07-22 08:00:00,17.0,15.0,10.0
20331,PM2.5,Stateair.mn,µg/m3,2018-07-22 09:00:00,25.0,17.0,15.0
20332,PM2.5,Stateair.mn,µg/m3,2018-07-22 10:00:00,25.0,25.0,17.0
20333,PM2.5,Stateair.mn,µg/m3,2018-07-22 11:00:00,18.0,25.0,25.0
20334,PM2.5,Stateair.mn,µg/m3,2018-07-22 12:00:00,23.0,18.0,25.0
20335,PM2.5,Stateair.mn,µg/m3,2018-07-22 13:00:00,20.0,23.0,18.0
20336,PM2.5,Stateair.mn,µg/m3,2018-07-22 14:00:00,18.0,20.0,23.0
20337,PM2.5,Stateair.mn,µg/m3,2018-07-22 15:00:00,17.0,18.0,20.0
20338,PM2.5,Stateair.mn,µg/m3,2018-07-22 16:00:00,25.0,17.0,18.0
20339,PM2.5,Stateair.mn,µg/m3,2018-07-22 17:00:00,-999.0,25.0,17.0
20340,PM2.5,Stateair.mn,µg/m3,2018-07-22 18:00:00,-999.0,-999.0,25.0
20341,PM2.5,Stateair.mn,µg/m3,2018-07-22 19:00:00,-999.0,-999.0,-999.0
20342,PM2.5,Stateair.mn,µg/m3,2018-07-22 20:00:00,-999.0,-999.0,-999.0
20343,PM2.5,Stateair.mn,µg/m3,2018-07-22 21:00:00,-999.0,-999.0,-999.0
20344,PM2.5,Stateair.mn,µg/m3,2018-07-22 22:00:00,-999.0,-999.0,-999.0
20345,PM2.5,Stateair.mn,µg/m3,2018-07-22 23:00:00,-999.0,-999.0,-999.0
20346,PM2.5,Stateair.mn,µg/m3,2018-07-23 00:00:00,-999.0,-999.0,-999.0
20347,PM2.5,Stateair.mn,µg/m3,2018-07-23 01:00:00,-999.0,-999.0,-999.0
20348,PM2.5,Stateair.mn,µg/m3,2018-07-23 02:00:00,-999.0,-999.0,-999.0
20349,PM2.5,Stateair.mn,µg/m3,2018-07-23 03:00:00,-999.0,-999.0,-999.0
20350,PM2.5,Stateair.mn,µg/m3,2018-07-23 04:00:00,-999.0,-999.0,-999.0
20351,PM2.5,Stateair.mn,µg/m3,2018-07-23 05:00:00,-999.0,-999.0,-999.0
20352,PM2.5,Stateair.mn,µg/m3,2018-07-23 07:00:00,,-999.0,-999.0
20353,PM2.5,Stateair.mn,µg/m3,2018-07-23 08:00:00,-999.0,,-999.0
20354,PM2.5,Stateair.mn,µg/m3,2018-07-23 09:00:00,-999.0,-999.0,
20355,PM2.5,Stateair.mn,µg/m3,2018-07-23 10:00:00,-999.0,-999.0,-999.0
20356,PM2.5,Stateair.mn,µg/m3,2018-07-23 11:00:00,-999.0,-999.0,-999.0
20357,PM2.5,Stateair.mn,µg/m3,2018-07-23 12:00:00,-999.0,-999.0,-999.0
20358,PM2.5,Stateair.mn,µg/m3,2018-07-23 13:00:00,-999.0,-999.0,-999.0
20359,PM2.5,Stateair.mn,µg/m3,2018-07-23 14:00:00,-999.0,-999.0,-999.0
20360,PM2.5,Stateair.mn,µg/m3,2018-07-23 15:00:00,-999.0,-999.0,-999.0
20361,PM2.5,Stateair.mn,µg/m3,2018-07-23 16:00:00,-999.0,-999.0,-999.0
20362,PM2.5,Stateair.mn,µg/m3,2018-07-23 17:00:00,-999.0,-999.0,-999.0
20363,PM2.5,Stateair.mn,µg/m3,2018-07-23 18:00:00,-999.0,-999.0,-999.0
20364,PM2.5,Stateair.mn,µg/m3,2018-07-23 19:00:00,-999.0,-999.0,-999.0
20365,PM2.5,Stateair.mn,µg/m3,2018-07-23 20:00:00,-999.0,-999.0,-999.0
20366,PM2.5,Stateair.mn,µg/m3,2018-07-23 21:00:00,-999.0,-999.0,-999.0
20367,PM2.5,Stateair.mn,µg/m3,2018-07-23 22:00:00,-999.0,-999.0,-999.0
20368,PM2.5,Stateair.mn,µg/m3,2018-07-23 23:00:00,-999.0,-999.0,-999.0
20369,PM2.5,Stateair.mn,µg/m3,2018-07-24 00:00:00,-999.0,-999.0,-999.0
20370,PM2.5,Stateair.mn,µg/m3,2018-07-24 01:00:00,-999.0,-999.0,-999.0
20371,PM2.5,Stateair.mn,µg/m3,2018-07-24 02:00:00,-999.0,-999.0,-999.0
20372,PM2.5,Stateair.mn,µg/m3,2018-07-24 03:00:00,-999.0,-999.0,-999.0
20373,PM2.5,Stateair.mn,µg/m3,2018-07-24 04:00:00,-999.0,-999.0,-999.0
20374,PM2.5,Stateair.mn,µg/m3,2018-07-24 05:00:00,-999.0,-999.0,-999.0
20375,PM2.5,Stateair.mn,µg/m3,2018-07-24 06:00:00,-999.0,-999.0,-999.0
20376,PM2.5,Stateair.mn,µg/m3,2018-07-24 07:00:00,-999.0,-999.0,-999.0
20377,PM2.5,Stateair.mn,µg/m3,2018-07-24 08:00:00,-999.0,-999.0,-999.0
20378,PM2.5,Stateair.mn,µg/m3,2018-07-24 09:00:00,-999.0,-999.0,-999.0
20379,PM2.5,Stateair.mn,µg/m3,2018-07-24 10:00:00,-999.0,-999.0,-999.0
20380,PM2.5,Stateair.mn,µg/m3,2018-07-24 11:00:00,-999.0,-999.0,-999.0
20381,PM2.5,Stateair.mn,µg/m3,2018-07-24 12:00:00,-999.0,-999.0,-999.0
20382,PM2.5,Stateair.mn,µg/m3,2018-07-24 13:00:00,-999.0,-999.0,-999.0
20383,PM2.5,Stateair.mn,µg/m3,2018-07-24 14:00:00,-999.0,-999.0,-999.0
20384,PM2.5,Stateair.mn,µg/m3,2018-07-24 15:00:00,-999.0,-999.0,-999.0
20385,PM2.5,Stateair.mn,µg/m3,2018-07-24 16:00:00,-999.0,-999.0,-999.0
20386,PM2.5,Stateair.mn,µg/m3,2018-07-24 17:00:00,-999.0,-999.0,-999.0
20387,PM2.5,Stateair.mn,µg/m3,2018-07-24 18:00:00,-999.0,-999.0,-999.0
20388,PM2.5,Stateair.mn,µg/m3,2018-07-24 19:00:00,-999.0,-999.0,-999.0
20389,PM2.5,Stateair.mn,µg/m3,2018-07-24 20:00:00,-999.0,-999.0,-999.0
20390,PM2.5,Stateair.mn,µg/m3,2018-07-24 21:00:00,-999.0,-999.0,-999.0
20391,PM2.5,Stateair.mn,µg/m3,2018-07-24 22:00:00,-999.0,-999.0,-999.0
20392,PM2.5,Stateair.mn,µg/m3,2018-07-24 23:00:00,-999.0,-999.0,-999.0
20393,PM2.5,Stateair.mn,µg/m3,2018-07-25 00:00:00,-999.0,-999.0,-999.0
20394,PM2.5,Stateair.mn,µg/m3,2018-07-25 01:00:00,-999.0,-999.0,-999.0
20395,PM2.5,Stateair.mn,µg/m3,2018-07-25 02:00:00,-999.0,-999.0,-999.0
20396,PM2.5,Stateair.mn,µg/m3,2018-07-25 03:00:00,-999.0,-999.0,-999.0
20397,PM2.5,Stateair.mn,µg/m3,2018-07-25 04:00:00,-999.0,-999.0,-999.0
20398,PM2.5,Stateair.mn,µg/m3,2018-07-25 05:00:00,-999.0,-999.0,-999.0
20399,PM2.5,Stateair.mn,µg/m3,2018-07-25 06:00:00,-999.0,-999.0,-999.0
20400,PM2.5,Stateair.mn,µg/m3,2018-07-25 07:00:00,-999.0,-999.0,-999.0
20401,PM2.5,Stateair.mn,µg/m3,2018-07-25 08:00:00,-999.0,-999.0,-999.0
20402,PM2.5,Stateair.mn,µg/m3,2018-07-25 09:00:00,-999.0,-999.0,-999.0
20403,PM2.5,Stateair.mn,µg/m3,2018-07-25 10:00:00,-999.0,-999.0,-999.0
20404,PM2.5,Stateair.mn,µg/m3,2018-07-25 11:00:00,-999.0,-999.0,-999.0
20405,PM2.5,Stateair.mn,µg/m3,2018-07-25 12:00:00,43.0,-999.0,-999.0
20406,PM2.5,Stateair.mn,µg/m3,2018-07-25 13:00:00,21.0,43.0,-999.0
20407,PM2.5,Stateair.mn,µg/m3,2018-07-25 14:00:00,9.0,21.0,43.0
20408,PM2.5,Stateair.mn,µg/m3,2018-07-25 15:00:00,9.0,9.0,21.0
20409,PM2.5,Stateair.mn,µg/m3,2018-07-25 16:00:00,6.0,9.0,9.0
20410,PM2.5,Stateair.mn,µg/m3,2018-07-25 17:00:00,3.0,6.0,9.0
20411,PM2.5,Stateair.mn,µg/m3,2018-07-25 18:00:00,3.0,3.0,6.0
20412,PM2.5,Stateair.mn,µg/m3,2018-07-25 19:00:00,7.0,3.0,3.0
20413,PM2.5,Stateair.mn,µg/m3,2018-07-25 20:00:00,6.0,7.0,3.0
20414,PM2.5,Stateair.mn,µg/m3,2018-07-25 21:00:00,5.0,6.0,7.0
20415,PM2.5,Stateair.mn,µg/m3,2018-07-25 22:00:00,5.0,5.0,6.0
20416,PM2.5,Stateair.mn,µg/m3,2018-07-25 23:00:00,10.0,5.0,5.0
20417,PM2.5,Stateair.mn,µg/m3,2018-07-26 00:00:00,16.0,10.0,5.0
20418,PM2.5,Stateair.mn,µg/m3,2018-07-26 01:00:00,34.0,16.0,10.0
20419,PM2.5,Stateair.mn,µg/m3,2018-07-26 02:00:00,10.0,34.0,16.0
20420,PM2.5,Stateair.mn,µg/m3,2018-07-26 03:00:00,16.0,10.0,34.0
20421,PM2.5,Stateair.mn,µg/m3,2018-07-26 04:00:00,10.0,16.0,10.0
20422,PM2.5,Stateair.mn,µg/m3,2018-07-26 06:00:00,,7.0,10.0
20423,PM2.5,Stateair.mn,µg/m3,2018-07-26 08:00:00,,5.0,
20424,PM2.5,Stateair.mn,µg/m3,2018-07-26 09:00:00,0.0,,5.0
20425,PM2.5,Stateair.mn,µg/m3,2018-07-26 10:00:00,3.0,0.0,
20426,PM2.5,Stateair.mn,µg/m3,2018-07-26 11:00:00,2.0,3.0,0.0
20427,PM2.5,Stateair.mn,µg/m3,2018-07-26 13:00:00,,3.0,2.0
20428,PM2.5,Stateair.mn,µg/m3,2018-07-26 16:00:00,,,22.0
20429,PM2.5,Stateair.mn,µg/m3,2018-07-26 17:00:00,4.0,,
20430,PM2.5,Stateair.mn,µg/m3,2018-07-26 18:00:00,1.0,4.0,
20431,PM2.5,Stateair.mn,µg/m3,2018-07-26 19:00:00,2.0,1.0,4.0
20432,PM2.5,Stateair.mn,µg/m3,2018-07-26 20:00:00,3.0,2.0,1.0
20433,PM2.5,Stateair.mn,µg/m3,2018-07-26 23:00:00,,,0.0
20434,PM2.5,Stateair.mn,µg/m3,2018-07-27 00:00:00,7.0,,
20435,PM2.5,Stateair.mn,µg/m3,2018-07-27 01:00:00,9.0,7.0,
20436,PM2.5,Stateair.mn,µg/m3,2018-07-27 06:00:00,,,
20437,PM2.5,Stateair.mn,µg/m3,2018-07-27 08:00:00,,6.0,
20438,PM2.5,Stateair.mn,µg/m3,2018-07-27 09:00:00,5.0,,6.0
20439,PM2.5,Stateair.mn,µg/m3,2018-07-27 10:00:00,4.0,5.0,
20440,PM2.5,Stateair.mn,µg/m3,2018-07-27 11:00:00,6.0,4.0,5.0
20441,PM2.5,Stateair.mn,µg/m3,2018-07-27 12:00:00,6.0,6.0,4.0
20442,PM2.5,Stateair.mn,µg/m3,2018-07-27 14:00:00,,5.0,6.0
20443,PM2.5,Stateair.mn,µg/m3,2018-07-27 16:00:00,,3.0,
20444,PM2.5,Stateair.mn,µg/m3,2018-07-27 17:00:00,6.0,,3.0
20445,PM2.5,Stateair.mn,µg/m3,2018-07-27 19:00:00,,8.0,6.0
20446,PM2.5,Stateair.mn,µg/m3,2018-07-27 20:00:00,4.0,,8.0
20447,PM2.5,Stateair.mn,µg/m3,2018-07-27 21:00:00,5.0,4.0,
20448,PM2.5,Stateair.mn,µg/m3,2018-07-27 22:00:00,14.0,5.0,4.0
20449,PM2.5,Stateair.mn,µg/m3,2018-07-27 23:00:00,10.0,14.0,5.0
20450,PM2.5,Stateair.mn,µg/m3,2018-07-28 00:00:00,7.0,10.0,14.0
20451,PM2.5,Stateair.mn,µg/m3,2018-07-28 01:00:00,11.0,7.0,10.0
20452,PM2.5,Stateair.mn,µg/m3,2018-07-28 02:00:00,8.0,11.0,7.0
20453,PM2.5,Stateair.mn,µg/m3,2018-07-28 03:00:00,10.0,8.0,11.0
20454,PM2.5,Stateair.mn,µg/m3,2018-07-28 04:00:00,6.0,10.0,8.0
20455,PM2.5,Stateair.mn,µg/m3,2018-07-28 05:00:00,3.0,6.0,10.0
20456,PM2.5,Stateair.mn,µg/m3,2018-07-28 06:00:00,3.0,3.0,6.0
20457,PM2.5,Stateair.mn,µg/m3,2018-07-28 07:00:00,4.0,3.0,3.0
20458,PM2.5,Stateair.mn,µg/m3,2018-07-28 08:00:00,4.0,4.0,3.0
20459,PM2.5,Stateair.mn,µg/m3,2018-07-28 10:00:00,,2.0,4.0
20460,PM2.5,Stateair.mn,µg/m3,2018-07-28 11:00:00,6.0,,2.0
20461,PM2.5,Stateair.mn,µg/m3,2018-07-28 12:00:00,10.0,6.0,
20462,PM2.5,Stateair.mn,µg/m3,2018-07-28 13:00:00,8.0,10.0,6.0
20463,PM2.5,Stateair.mn,µg/m3,2018-07-28 14:00:00,6.0,8.0,10.0
20464,PM2.5,Stateair.mn,µg/m3,2018-07-28 15:00:00,6.0,6.0,8.0
20465,PM2.5,Stateair.mn,µg/m3,2018-07-28 16:00:00,6.0,6.0,6.0
20466,PM2.5,Stateair.mn,µg/m3,2018-07-28 17:00:00,10.0,6.0,6.0
20467,PM2.5,Stateair.mn,µg/m3,2018-07-28 18:00:00,6.0,10.0,6.0
20468,PM2.5,Stateair.mn,µg/m3,2018-07-28 19:00:00,6.0,6.0,10.0
20469,PM2.5,Stateair.mn,µg/m3,2018-07-28 20:00:00,10.0,6.0,6.0
20470,PM2.5,Stateair.mn,µg/m3,2018-07-28 21:00:00,6.0,10.0,6.0
20471,PM2.5,Stateair.mn,µg/m3,2018-07-28 22:00:00,4.0,6.0,10.0
20472,PM2.5,Stateair.mn,µg/m3,2018-07-28 23:00:00,9.0,4.0,6.0
20473,PM2.5,Stateair.mn,µg/m3,2018-07-29 02:00:00,,,7.0
20474,PM2.5,Stateair.mn,µg/m3,2018-07-29 03:00:00,4.0,,
20475,PM2.5,Stateair.mn,µg/m3,2018-07-29 04:00:00,2.0,4.0,
20476,PM2.5,Stateair.mn,µg/m3,2018-07-29 05:00:00,4.0,2.0,4.0
20477,PM2.5,Stateair.mn,µg/m3,2018-07-29 06:00:00,3.0,4.0,2.0
20478,PM2.5,Stateair.mn,µg/m3,2018-07-29 07:00:00,2.0,3.0,4.0
20479,PM2.5,Stateair.mn,µg/m3,2018-07-29 08:00:00,4.0,2.0,3.0
20480,PM2.5,Stateair.mn,µg/m3,2018-07-29 09:00:00,2.0,4.0,2.0
20481,PM2.5,Stateair.mn,µg/m3,2018-07-29 10:00:00,3.0,2.0,4.0
20482,PM2.5,Stateair.mn,µg/m3,2018-07-29 11:00:00,3.0,3.0,2.0
20483,PM2.5,Stateair.mn,µg/m3,2018-07-29 13:00:00,,1.0,3.0
20484,PM2.5,Stateair.mn,µg/m3,2018-07-29 14:00:00,2.0,,1.0
20485,PM2.5,Stateair.mn,µg/m3,2018-07-29 15:00:00,4.0,2.0,
20486,PM2.5,Stateair.mn,µg/m3,2018-07-29 16:00:00,5.0,4.0,2.0
20487,PM2.5,Stateair.mn,µg/m3,2018-07-29 17:00:00,9.0,5.0,4.0
20488,PM2.5,Stateair.mn,µg/m3,2018-07-29 18:00:00,8.0,9.0,5.0
20489,PM2.5,Stateair.mn,µg/m3,2018-07-29 20:00:00,,10.0,8.0
20490,PM2.5,Stateair.mn,µg/m3,2018-07-29 21:00:00,18.0,,10.0
20491,PM2.5,Stateair.mn,µg/m3,2018-07-30 00:00:00,,,19.0
20492,PM2.5,Stateair.mn,µg/m3,2018-07-30 01:00:00,28.0,,
20493,PM2.5,Stateair.mn,µg/m3,2018-07-30 02:00:00,24.0,28.0,
20494,PM2.5,Stateair.mn,µg/m3,2018-07-30 04:00:00,,10.0,24.0
20495,PM2.5,Stateair.mn,µg/m3,2018-07-30 05:00:00,10.0,,10.0
20496,PM2.5,Stateair.mn,µg/m3,2018-07-30 07:00:00,,11.0,10.0
20497,PM2.5,Stateair.mn,µg/m3,2018-07-30 08:00:00,12.0,,11.0
